1108939,6707713,-25.76015933503436
1108939,5553584,-25.830087346837608
1108939,2068541,-25.83178817178324
1108939,8596285,-25.86746608392899
1108939,5553585,-26.045447295612014
1108939,3130232,-26.048170777316265
1108939,698106,-26.326053753232515
1108939,7152561,-26.326734623614737
1108939,6980266,-26.43354939379104
1108939,6758075,-26.439166416708584
1108939,3357548,-26.440696508547262
1108939,753531,-26.480285131091442
1108939,3097883,-26.532261117234214
1108939,1979870,-26.533963679636255
1108939,2834919,-26.68219319477723
1108939,5579740,-26.68270438414573
1108939,8363174,-26.683726501642344
1108939,5163856,-26.712963878908845
1108939,3647358,-26.757920604685964
1108939,6238857,-26.86192299269608
1108939,6920553,-26.862434065951145
1108939,3097877,-26.863115361551202
1108939,7491705,-26.866689627263916
1108939,7201778,-26.8685601635449
1108939,6238986,-26.970807727428603
1108939,6707716,-27.050182921501325
1108939,8804355,-27.0513736002038
1108939,6920554,-27.080006181614735
1108939,2047562,-27.08102829911135
1108939,2764268,-27.08102829911135
1108939,698109,-27.08136892757122
1108939,2735037,-27.082390580956805
1108939,1347694,-27.08477308668375
1108939,3259017,-27.08477308668375
1108939,2430867,-27.085283377550773
1108939,1818494,-27.085963630380995
1108939,4320195,-27.109236193620745
1108939,3899060,-27.124124409555954
1108939,7919347,-27.140523626846594
1108939,6707715,-27.183312936221682
1108939,699259,-27.189258914724007
1108939,8661642,-27.270083397834306
1108939,160716,-27.33137543594122
1108939,4390191,-27.332056422239297
1108939,7340851,-27.33290743779022
1108939,7698352,-27.333247776427527
1108939,242056,-27.338174751550987
1108939,7454708,-27.358909438650763
1108939,7724054,-27.359250260600064
1108939,2846462,-27.359250260600064
1108939,2639731,-27.360102146112375
1108939,2695509,-27.364017706763562
1108939,6529622,-27.36520838546604
1108939,631424,-27.425287978003382
1108939,2194177,-27.5090612308762
1108939,4260848,-27.514507268395064
1108939,4260849,-27.51518732846995
1108939,5807716,-27.51578897784517
1108939,3150726,-27.601617663688224
1108939,6681205,-27.655733592925912
1108939,6871640,-27.726122157171286
1108939,4799672,-27.726292563305954
1108939,8181777,-27.726633346539785
1108939,3506104,-27.7276554640364
1108939,4056029,-27.729868858007407
1108939,6316872,-27.732590795306045
1108939,532318,-27.73395083839737
1108939,6179026,-27.735099602924752
1108939,371765,-27.735099602924752
1108939,2011059,-27.735780048619596
1108939,1842680,-27.735950135931127
1108939,2251472,-27.737310487378554
1108939,7651010,-27.74735150718378
1108939,7000936,-27.748033344738918
1108939,6273537,-27.748203779916786
1108939,7575369,-27.74939655512277
1108939,6950182,-27.74973726095205
1108939,6669588,-27.749737260952053
1108939,5203394,-27.749907599357726
1108939,6663340,-27.749907599357726
1108939,1742847,-27.75007792809223
1108939,7880690,-27.75007792809223
1108939,4404545,-27.75092942673555
1108939,6564869,-27.82004121101034
1108939,4049530,-27.820721039922976
1108939,1889170,-27.86720912269523
1108939,4172981,-27.870949241616742
1108939,3745976,-27.871119136282097
1108939,8172843,-27.91002824846378
1108939,3865302,-27.914110923245453
1108939,610121,-27.91462086715285
1108939,414222,-27.915338513076215
1108939,3009955,-27.916150178995654
1108939,5291621,-28.0043434217419
1108939,1448805,-28.005366178080113
1108939,7423808,-28.005707019390446
1108939,1231448,-28.006218208758945
1108939,3283059,-28.00638858586031
1108939,119359,-28.00638858586031
1108939,6849948,-28.006558953286103
1112389,4931198,-36.117101260754865
1112389,7651152,-36.52871440719633
1112389,8138768,-36.72902446024014
1112389,4337251,-36.782062651580695
1112389,4337253,-36.78751270777596
1112389,7119576,-37.044448168460505
1112389,8138765,-37.175080796691006
1112389,6064417,-37.41329705344839
1112389,5892677,-37.45443854103593
1112389,7817890,-37.737882654405766
1112389,6064419,-37.84935058074777
1112389,6064420,-37.84935058074777
1112389,6064418,-37.84935058074777
1112389,4790816,-37.90818613097826
1112389,2472193,-37.908413081332924
1112389,2086171,-37.908413081332924
1112389,7651158,-37.97269318177639
1112389,6780773,-38.05447756353624
1112389,6064416,-38.062644767122286
1112389,8138766,-38.07781584566473
1112389,4337245,-38.27363942055389
1112389,5892681,-38.40330015011021
1112389,8138763,-38.40352725508955
1112389,4855805,-38.40579759598542
1112389,8060371,-38.40761294135766
1112389,3394196,-38.48962187224746
1112389,6780774,-38.48984904171594
1112389,4790809,-38.49189298657391
1112389,4076,-38.51681218792921
1112389,7120135,-38.578779530991014
1112389,8138769,-38.72171689945203
1112389,2107820,-38.768179181925355
1112389,2086170,-38.77056955779544
1112389,452842,-38.90445093900774
1112389,452838,-38.90445093900774
1112389,452841,-38.90445093900774
1112389,452837,-38.90445093900774
1112389,452836,-38.90445093900774
1112389,5892680,-39.0501544200146
1112389,6780768,-39.05106271101223
1112389,7651153,-39.05242476091047
1112389,190722,-39.0535594483117
1112389,2472196,-39.05492064844961
1112389,6064415,-39.056054628158975
1112389,8060368,-39.16003432455717
1112389,6780771,-39.18154829132038
